epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,0.8667304575905319,0.5288750242132987,0.8660504622725852,0.4357696181230673,0.5977736213434129
1,0.0001,0.5850868925105693,0.6456056919489864,0.723350220332945,0.4295100011216694,0.591453937123945
2,0.0001,0.437828191953112,0.675577491698933,0.5112631369188342,0.6069589843247974,0.7497397218835966
3,0.0001,0.3744760409806126,0.6912311565828165,0.5193578790952245,0.5663792997560293,0.7160874143368757
4,0.0001,0.3386360747638599,0.7076996517645233,0.39668437534214673,0.6766397235446912,0.8036144826951591
5,0.0001,0.32582602135894834,0.7116694679658322,0.5311663551597007,0.6044352702921058,0.7507899133265757
6,0.0001,0.3140223948068397,0.7195162643202578,0.5658515531548186,0.507070148979095,0.6669379184723944
7,0.0001,0.29813724259535473,0.732418390632905,0.36248323441929897,0.7078780029593394,0.8269524215587946
8,0.0001,0.2894277205300886,0.7404650890549883,0.3593933201019934,0.6992442106381082,0.8194606948334037
9,0.0001,0.28281231721242267,0.743841378037949,0.28416392956510445,0.7455531796273226,0.8512486397596494
10,0.0001,0.28615353296893514,0.7389671780355737,0.35562388676439405,0.688588908936464,0.8133391224360854
11,0.0001,0.27028738297233285,0.7546450528808041,0.3553660426410866,0.6775682267334888,0.8023760664441068
12,0.0001,0.2730246323139168,0.7485240877649032,0.271041525524246,0.7592881608871644,0.8609449509968493
13,0.0001,0.26460109200588494,0.755836432769435,0.26725668636705147,0.7515748280845357,0.8547404376544989
14,0.0001,0.26598697057528087,0.7556765351388327,0.292201945490001,0.7322303185207495,0.8409715144379034
15,0.0001,0.25264175594315047,0.7635609793708178,0.26148053239995117,0.7795543158110833,0.874896338375098
16,0.0001,0.25475038253059684,0.76527287825221,0.2502093667986306,0.7801683970700836,0.8750469275445821
17,0.0001,0.25409349423739336,0.7613627231862363,0.26477081872709457,0.7630284186035156,0.8622183333710285
18,0.0001,0.25379670405572696,0.7641812880195068,0.2416219485632946,0.7811250874321788,0.8753590709223283
19,0.0001,0.24663235327994176,0.769210888433965,0.25865193288450294,0.7738595376870689,0.8713030117008215
20,0.0001,0.2430869822007741,0.7685637454348129,0.23942960083829185,0.7853571799655916,0.8777645406852733
21,0.0001,0.23782977635084196,0.7776564539956531,0.275740123395171,0.7487345262296642,0.8525134892672266
22,0.0001,0.23623846396226292,0.7786571033376483,0.23799159129460654,0.7872202608926145,0.8795974921254023
23,0.0001,0.23676681980606198,0.7722991396540215,0.25909492229910025,0.7804221643723536,0.8755470525516206
24,0.0001,0.23650253847125888,0.7779816639686153,0.3099527398056148,0.7176021474262494,0.8314561939494508
25,0.0001,0.23294009741886643,0.778081763342611,0.24299067024837798,0.7826340217890997,0.8760527721799258
26,0.0001,0.23328726034062777,0.7791013888372071,0.2598649993797258,0.7827865546028931,0.8769477126421609
27,0.0001,0.22341996512209722,0.7905292792262117,0.22914348442200752,0.794272295721345,0.8843350552740041
28,0.0001,0.2279744760472645,0.7849104857066543,0.23486630150578156,0.7996666300186485,0.8871112710255824
29,0.0001,0.22278436163599177,0.7838032930077378,0.26414621665872823,0.7743514782293524,0.8700943389967182
30,0.0001,0.23015097153279207,0.7819750732542767,0.25167519609248246,0.7885664805740458,0.8800600891665133
31,0.0001,0.22387919915738955,0.7851400323703546,0.2570138294285662,0.7687414949293921,0.8660930220900981
32,0.0001,0.22862386518670608,0.7832881685061004,0.24282041332740084,0.7830989026938227,0.8768015072366369
33,0.0001,0.2185860395200493,0.7891249463830646,0.23795345056665657,0.7871877166533341,0.8789820623328533
34,0.0001,0.22009673639554386,0.790650154483583,0.2511352509662136,0.7745754347725493,0.8703560265816682
35,0.0001,0.22103762395622195,0.7865644455973618,0.23364799629057073,0.7942160606244116,0.8842021835019466
36,0.0001,0.22126389676055244,0.7862352688019825,0.22317202475374145,0.8020925439102714,0.8891358778511752
37,0.0001,0.2252977660806604,0.786643225462335,0.23363242078723245,0.7983263757696601,0.8866619976645963
38,0.0001,0.21977330634529277,0.7900024224652714,0.25585271834408385,0.7812043307096311,0.8757938374404385
39,0.0001,0.216140429352143,0.7942375967814522,0.23277853179529223,0.7997420297476873,0.8866515277304361
40,0.0001,0.21718052976815275,0.7936468463762931,0.22453215333538018,0.8018110093622123,0.8889379770769564
41,0.0001,0.2134622119424879,0.795212632585178,0.22352195561276694,0.8055777590926493,0.8912240957703085
42,0.0001,0.22084443184525468,0.7860170149777551,0.29077355256429754,0.7238702161225968,0.8356925179885469
43,0.0001,0.21106359992147417,0.798925031865047,0.2501462623046313,0.7818276424178715,0.8756993852794681
44,0.0001,0.20936073085596396,0.7969257742106169,0.22501780483189804,0.7988261275920285,0.8870563887671326
45,0.0001,0.20921478299207466,0.7987101704594822,0.22303965920313246,0.7988208102838539,0.8869927480639241
46,0.0001,0.20938673667436422,0.7991486775927614,0.26540729374784494,0.770627647954394,0.8685041071772779
47,0.0001,0.21458648982667183,0.7928548585494095,0.26960070175701945,0.7691207293733823,0.867529789932441
48,0.0001,0.20528386931779774,0.8008004486177511,0.2126724619368138,0.8094755641028647,0.8935817544800155
49,0.0001,0.20770788134992585,0.7986598198051157,0.22338415464109998,0.8051640913524917,0.8911116059227354
50,0.0001,0.2099863181627074,0.8015712460216631,0.22168855413593538,0.8057830133759474,0.8911005030400062
51,0.0001,0.2057927164805028,0.7997724688660455,0.23123500962707577,0.7913863832007808,0.8820873166459089
52,0.0001,0.20868092174677885,0.7928297217100599,0.20683796261661544,0.8128255748694895,0.8953387767557546
53,0.0001,0.20631423581016156,0.7998121312177372,0.23591903287034505,0.7788887589394813,0.8731701689006741
54,0.0001,0.20657092165346294,0.799724817259514,0.2117300546927259,0.8114765640727984,0.8951158259460377
55,0.0001,0.20110976984796597,0.8048176057642797,0.22201426674635194,0.806913993952033,0.891722419965499
56,0.0001,0.20692313468271448,0.7988314531805618,0.25273345875946773,0.7823938691982619,0.8763223426079784
57,0.0001,0.20897351898426234,0.7973474396300626,0.22741652241331994,0.80681199957147,0.8922651254139298
58,0.0001,0.20312420209479887,0.805269299052959,0.2507427497865607,0.7716309968037334,0.8682846310154253
59,0.0001,0.2036566619956216,0.8004742503272086,0.23665740138533486,0.7822110745924559,0.8755621781299785
60,0.0001,0.19851653433816377,0.8076526200175543,0.3124657309755884,0.7297782316207214,0.8398113587419321
61,0.0001,0.19887148271235386,0.8078634922594012,0.23449838752921146,0.7898758688762327,0.8813463206880492
62,0.0001,0.20015818209842193,0.8067074281602853,0.2125786559832119,0.8099982082015953,0.8937955640842251
63,0.0001,0.19746074143999306,0.8074080727474485,0.23030699523944617,0.7963981766765615,0.8843666262032573
64,0.0001,0.20006454943917518,0.8077831131554506,0.22142532249636274,0.8115353427737604,0.8947130277178914
65,0.0001,0.20000239080467888,0.8048501377323923,0.20825836665368494,0.8088044029066984,0.893147576386194
66,0.0001,0.19873160331748252,0.8089629413113203,0.21566837589635096,0.8033489546486242,0.8895150614294848
67,0.0001,0.1957240001868832,0.8110124954306048,0.2119458007387573,0.8095952775575297,0.8936891065741392
68,0.0001,0.1934378299024678,0.8130899953580527,0.20295002582789845,0.8155672890490714,0.8975224256797147
69,0.0001,0.19264873140311056,0.8107459237573836,0.2163849312359887,0.7996084836602283,0.8872538843447376
70,0.0001,0.1954704111860704,0.8113966766608706,0.21203663247513632,0.8121158484475453,0.8953994666397076
71,0.0001,0.19258346368176069,0.8142099260199679,0.32365463274981476,0.7120971196387903,0.8283203788495522
72,0.0001,0.19426916562771612,0.8106877339270022,0.49415983394620966,0.602793478718458,0.7448740403649572
73,0.0001,0.1959548284148061,0.8101701869024694,0.2548451288989054,0.7666799575588333,0.865076525069774
74,0.0001,0.19336009302804635,0.8119277975721547,0.20299903963744526,0.8147274838390943,0.8968322571924693
75,0.0001,0.19104888469211814,0.8140994161464349,0.20754688148438816,0.8175792209290335,0.8986501790356507
76,0.0001,0.19209194633849833,0.8133223022980262,0.20755459369664478,0.8129721343982708,0.8957448450827868
77,0.0001,0.19135730875323909,0.8168111248436417,0.20532612384858617,0.8170489059752357,0.8985803853121515
78,0.0001,0.19062002222667368,0.8150548348286958,0.2069483478060118,0.8178573565622752,0.8987432791941774
79,0.0001,0.18825026231911757,0.8181905915891705,0.2377973169030941,0.7873053138746074,0.8793051851974871
80,0.0001,0.1873779894654141,0.8161842688178149,0.20861899984824633,0.8145603969125653,0.8968426668193745
81,0.0001,0.18894904002893803,0.8151036818549919,0.20257529111037134,0.8191914396229332,0.899926974333676
82,0.0001,0.18894119497186454,0.8176586520760057,0.4047034104033472,0.6789091303099565,0.8033843663551884
83,0.0001,0.18888070497863976,0.81572607131894,0.253252853978576,0.7638281901203388,0.8633808069779624
84,0.0001,0.1863547471720119,0.8186278921733028,0.3004744864985892,0.7285197212742491,0.8391628598850782
85,0.0001,0.18020049055186352,0.8232366038322136,0.22031022860939561,0.8030040516143153,0.8895245263302042
86,0.0001,0.18471809187831806,0.8199697842513187,0.253757785898068,0.7681731343277777,0.8660071352536594
87,0.0001,0.1814619371479796,0.8207980235858143,0.2199704927573544,0.7986242582214311,0.8863351499697435
88,0.0001,0.18627056456351465,0.8193261970808687,0.21300171963109676,0.8023586524698353,0.8889979916418015
89,0.0001,0.18382350967604985,0.8182169248799206,0.20726092673680227,0.8182584340067277,0.8990850423269051
90,0.0001,0.18167150979356247,0.8239398468258573,0.19992404033453248,0.8190475759630773,0.8996632261631511
91,0.0001,0.17850136762672617,0.8255054681780546,0.21529668331261084,0.808672076923877,0.8929864799943277
92,0.0001,0.17922088983216028,0.8228328546452348,0.19854713585909622,0.8200717003366231,0.8999765962283502
93,0.0001,0.1853096697681634,0.8181010479268452,0.2079998514613205,0.812011486970581,0.8951519662981231
94,0.0001,0.18347376602333645,0.820012915711397,0.2323543313668183,0.7843024592660587,0.8773067890247889
95,0.0001,0.1782561370799708,0.8251905128489333,0.2498288281505967,0.7851477121317293,0.8779030541744969
96,0.0001,0.18425795505213183,0.8193910761463101,0.20586178177583653,0.8150240629934363,0.8971413211359222
97,0.0001,0.18099689408559208,0.8219989096780598,0.21999402393036036,0.8059661461997571,0.8915927769174307
98,0.0001,0.1764895974896675,0.8287539535015531,0.2216920010271789,0.8027000402261604,0.8892598915222655
99,0.0001,0.18224716423324835,0.816707279050817,0.20461059067405488,0.8194069778731504,0.8999050448202024
100,0.0001,0.17585217779458956,0.8286840298784823,0.25729605944572387,0.7722936796724948,0.8689092516081454
