epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,0.9727504650751749,0.01745269220138768,1.0104598999023438,1.8983905444603373e-11,3.796781088848597e-11
1,0.0001,0.9615500370661417,0.06841044543444909,1.0103394985198975,1.8983905444603373e-11,3.796781088848597e-11
2,0.0001,0.9386577407519022,0.14153377556185284,1.0070040225982666,1.8983905444603373e-11,3.796781088848597e-11
3,0.0001,0.9410955707232157,0.21689530929609388,1.0077283382415771,1.8983905444603373e-11,3.796781088848597e-11
4,0.0001,0.9378271698951721,0.3040137329897699,1.0092823505401611,1.8983905444603373e-11,3.796781088848597e-11
5,0.0001,0.9243084987004598,0.32184793036876036,1.0079668760299683,1.8983905444603373e-11,3.796781088848597e-11
6,0.0001,0.9244317809740702,0.3488040188935629,1.0070444345474243,1.8983905444603373e-11,3.796781088848597e-11
7,0.0001,0.9133370717366537,0.3627253171977059,1.0042643547058105,1.8983905444603373e-11,3.796781088848597e-11
8,0.0001,0.9066851933797201,0.3461117332858738,1.005462408065796,1.8983905444603373e-11,3.796781088848597e-11
9,0.0001,0.8898224830627441,0.41064517603257317,1.0074297189712524,1.8983905444603373e-11,3.796781088848597e-11
10,0.0001,0.8780168294906616,0.44223852719285023,1.009363055229187,1.8983905444603373e-11,3.796781088848597e-11
11,0.0001,0.8776492873827616,0.4320100934172406,1.0053637027740479,1.8983905444603373e-11,3.796781088848597e-11
12,0.0001,0.8687615791956583,0.441011707217227,1.0039362907409668,1.8983905444603373e-11,3.796781088848597e-11
13,0.0001,0.8480571309725443,0.4604545219023355,1.0065356492996216,1.8983905444603373e-11,3.796781088848597e-11
14,0.0001,0.8530334631601969,0.47423562158637345,1.0080866813659668,0.0027437677600133537,0.005472520195548141
15,0.0001,0.8350938955942789,0.4861566916794579,1.0049715042114258,1.8983905444603373e-11,3.796781088848597e-11
16,0.0001,0.8299068013827006,0.48878105428851426,1.0018845796585083,1.8983905444603373e-11,3.796781088848597e-11
